montgomery_mul_NBITS64_PBITS1, 0.74, 0.25, 2759.273987
montgomery_mul_NBITS32_PBITS1, 0.66, 0.25, 1478.609990
montgomery_mul_NBITS256_PBITS1, 0.93, 0.25, 9593.135963
montgomery_mul_NBITS128_PBITS1, 0.84, 0.25, 4876.703978
montgomery_mul_NBITS512_PBITS1, 1.00, 0.25, 19097.189923
